Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Electronics,2021-07-30,404.46,9,H008,Microwave,Jane
Electronics,2023-02-10,993.44,5,O015,Puzzle,Michael
Home Appliances,2020-07-01,678.49,5,C003,Refrigerator,Sarah
Home Appliances,2021-05-11,212.49,5,F006,Laptop,Alex
Home Appliances,2023-04-06,814.13,2,O015,Puzzle,Emily
Toys,2021-06-29,899.91,5,J010,Board Game,David
Home Appliances,2021-06-02,373.92,7,B002,T-shirt,Emily
Toys,2021-05-16,871.47,10,E005,Action Figure,Alex
Home Appliances,2020-08-22,589.26,4,B002,T-shirt,John
Electronics,2022-12-21,211.59,8,M013,Vacuum Cleaner,David
Clothing,2022-09-21,220.89,9,H008,Microwave,John
Books,2022-05-11,435.26,2,D004,Novel,John
Clothing,2021-08-02,732.63,2,H008,Microwave,David
Home Appliances,2022-04-19,306.39,8,M013,Vacuum Cleaner,David
Home Appliances,2022-05-16,215.17,8,D004,Novel,Jane
Books,2023-03-01,375.65,10,M013,Vacuum Cleaner,David
Clothing,2021-03-30,746.76,10,A001,Smartphone,Olivia
Electronics,2022-11-01,861.62,7,O015,Puzzle,Sarah
Toys,2022-09-14,139.47,7,D004,Novel,Olivia
Toys,2022-08-19,945.46,5,L012,Dress,Jane
Toys,2022-05-22,542.62,10,J010,Board Game,Andrew
Toys,2022-12-22,376.16,10,D004,Novel,Olivia
Home Appliances,2020-07-04,971.57,3,O015,Puzzle,David
Home Appliances,2022-02-06,402.81,9,G007,Jeans,Emily
Toys,2023-03-13,195.12,3,K011,Headphones,Emily
Electronics,2023-03-23,762.35,4,O015,Puzzle,Emily
Home Appliances,2020-07-14,765.4,2,C003,Refrigerator,Emily
Clothing,2021-11-26,472.07,5,E005,Action Figure,Sarah
Books,2022-05-15,774.03,9,E005,Action Figure,Michael
Home Appliances,2021-03-04,155.47,9,B002,T-shirt,Emily
Toys,2022-10-07,715.71,9,D004,Novel,John
Home Appliances,2022-04-23,960.78,7,G007,Jeans,Andrew
Home Appliances,2022-06-05,369.09,2,E005,Action Figure,Michael
Toys,2022-11-25,613.56,5,H008,Microwave,Olivia
Electronics,2022-12-10,875.68,3,O015,Puzzle,Andrew
Toys,2021-01-15,325.89,9,D004,Novel,Michael
Home Appliances,2022-04-11,568.35,8,M013,Vacuum Cleaner,Michael
Home Appliances,2021-07-16,940.58,4,B002,T-shirt,Emily
Toys,2021-06-10,594.84,9,H008,Microwave,Olivia
Electronics,2021-09-30,255.45,8,M013,Vacuum Cleaner,Andrew
Clothing,2022-05-24,260.21,3,D004,Novel,Jane
Toys,2021-05-02,475.74,5,H008,Microwave,Jane
Toys,2021-08-31,129.6,8,A001,Smartphone,Michael
Home Appliances,2021-07-26,160.33,4,A001,Smartphone,Michael
Electronics,2022-08-14,240.23,3,H008,Microwave,Daniel
Home Appliances,2023-03-26,186.0,3,M013,Vacuum Cleaner,Michael
Books,2022-04-23,860.69,10,C003,Refrigerator,Olivia
Books,2022-05-23,794.12,4,E005,Action Figure,John
Electronics,2021-05-15,394.08,8,J010,Board Game,Sarah
Home Appliances,2022-03-09,833.52,2,K011,Headphones,Andrew
Toys,2021-04-02,787.12,1,G007,Jeans,Alex
Home Appliances,2023-01-29,420.92,2,L012,Dress,John
Toys,2022-01-05,719.26,3,I009,Cookbook,Michael
Books,2020-06-01,411.99,5,I009,Cookbook,Emily
Home Appliances,2020-07-02,925.03,4,F006,Laptop,John
Toys,2021-10-05,489.89,3,A001,Smartphone,John
Electronics,2021-08-26,744.33,6,O015,Puzzle,Olivia
Toys,2020-08-15,534.87,4,H008,Microwave,Olivia
Home Appliances,2022-07-16,316.32,9,G007,Jeans,Michael
Electronics,2021-09-07,860.5,2,K011,Headphones,Alex
Toys,2023-03-02,934.39,2,L012,Dress,Jane
Toys,2023-04-05,665.44,1,O015,Puzzle,Alex
Clothing,2020-08-31,165.51,7,L012,Dress,Sarah
Electronics,2022-11-07,662.24,10,D004,Novel,Michael
Home Appliances,2021-10-11,959.79,8,O015,Puzzle,Daniel
Home Appliances,2020-06-18,803.42,4,G007,Jeans,John
Electronics,2021-08-02,330.7,1,L012,Dress,Andrew
Toys,2020-08-16,913.27,8,O015,Puzzle,John
Home Appliances,2022-09-06,115.15,8,E005,Action Figure,Olivia
Books,2020-12-22,765.14,10,H008,Microwave,Olivia
Books,2021-05-07,607.59,2,E005,Action Figure,Andrew
Books,2021-07-13,429.31,4,K011,Headphones,Sarah
Electronics,2022-12-05,446.51,5,K011,Headphones,Michael
Home Appliances,2023-01-14,759.45,1,N014,Art Book,Emily
Electronics,2021-12-17,648.11,1,K011,Headphones,Michael
Electronics,2021-12-07,642.87,8,F006,Laptop,Andrew
Books,2020-10-11,981.88,4,L012,Dress,Daniel
Toys,2022-02-24,872.19,6,K011,Headphones,John
Home Appliances,2020-09-30,912.8,8,N014,Art Book,Michael
Clothing,2021-08-11,557.41,3,J010,Board Game,Olivia
Electronics,2021-01-04,549.08,1,D004,Novel,Olivia
Clothing,2022-02-18,541.21,3,E005,Action Figure,Andrew
Books,2021-05-27,630.82,1,M013,Vacuum Cleaner,Jane
Clothing,2022-08-03,958.76,5,K011,Headphones,Michael
Clothing,2020-06-14,648.96,1,H008,Microwave,Sarah
Books,2021-07-02,430.27,7,K011,Headphones,Emily
Electronics,2022-06-04,355.4,1,G007,Jeans,Olivia
Books,2022-01-09,465.8,7,K011,Headphones,David
Electronics,2023-01-20,197.15,4,I009,Cookbook,Daniel
Books,2021-11-19,561.71,2,F006,Laptop,Jane
Books,2020-07-04,889.77,2,H008,Microwave,Olivia
Toys,2021-09-10,362.06,10,K011,Headphones,Jane
Toys,2021-08-26,189.57,5,B002,T-shirt,David
Toys,2021-07-02,196.15,8,H008,Microwave,John
Home Appliances,2020-09-13,359.08,1,F006,Laptop,Daniel
Clothing,2021-05-27,470.8,5,O015,Puzzle,Olivia
Electronics,2022-08-25,653.15,8,D004,Novel,Andrew
Books,2021-12-17,439.74,1,H008,Microwave,David
Toys,2022-05-10,105.81,5,E005,Action Figure,John
Electronics,2020-07-07,560.89,3,E005,Action Figure,Daniel
Home Appliances,2021-05-06,192.97,2,J010,Board Game,Olivia
Electronics,2022-09-08,648.83,4,C003,Refrigerator,Andrew
Books,2021-07-02,543.01,9,E005,Action Figure,Michael
Books,2022-04-14,978.37,10,D004,Novel,Daniel
Electronics,2021-12-01,460.81,1,H008,Microwave,Olivia
Electronics,2022-06-20,820.95,5,L012,Dress,Sarah
Clothing,2021-08-31,671.14,9,B002,T-shirt,Daniel
Toys,2022-09-11,605.76,8,G007,Jeans,Andrew
Toys,2022-10-16,851.22,2,N014,Art Book,David
Books,2023-01-28,554.02,3,L012,Dress,John
Books,2022-06-25,602.33,1,O015,Puzzle,Olivia
Books,2021-11-30,742.32,3,L012,Dress,Michael
Home Appliances,2021-10-03,621.75,2,F006,Laptop,Emily
Books,2022-01-06,229.88,7,E005,Action Figure,Alex
Clothing,2020-09-28,712.38,6,N014,Art Book,David
Toys,2021-03-13,181.52,9,A001,Smartphone,Alex
Home Appliances,2021-11-15,191.33,7,D004,Novel,Olivia
Clothing,2022-11-18,694.39,8,K011,Headphones,Michael
Electronics,2020-11-15,439.31,4,B002,T-shirt,Emily
Home Appliances,2021-10-02,449.44,1,K011,Headphones,Alex
Books,2022-03-04,734.6,9,A001,Smartphone,Sarah
Toys,2022-08-16,882.84,4,F006,Laptop,Jane
Books,2022-09-05,925.27,4,B002,T-shirt,Michael
Books,2022-03-07,529.81,3,A001,Smartphone,John
Clothing,2022-09-02,875.93,1,A001,Smartphone,Sarah
Toys,2021-06-16,464.42,3,H008,Microwave,Andrew
Electronics,2020-11-26,229.43,4,D004,Novel,Alex
Home Appliances,2022-12-22,829.15,6,K011,Headphones,Emily
Toys,2021-03-12,512.43,4,J010,Board Game,Sarah
Toys,2020-11-20,511.85,6,M013,Vacuum Cleaner,Olivia
Books,2020-07-28,110.79,5,N014,Art Book,John
Books,2022-11-09,541.4,1,A001,Smartphone,Michael
Books,2021-12-04,160.15,9,J010,Board Game,Jane
Clothing,2023-02-21,970.07,6,L012,Dress,Olivia
Books,2021-01-12,130.72,6,L012,Dress,Andrew
Toys,2020-09-18,820.85,9,B002,T-shirt,David
Clothing,2023-05-22,431.6,10,N014,Art Book,Olivia
Clothing,2022-05-14,776.73,1,B002,T-shirt,Alex
Clothing,2021-08-15,498.39,4,F006,Laptop,Olivia
Clothing,2021-01-30,931.89,4,F006,Laptop,David
Toys,2020-12-06,937.0,9,M013,Vacuum Cleaner,John
Home Appliances,2021-12-01,203.05,9,H008,Microwave,John
Home Appliances,2021-05-20,140.55,10,O015,Puzzle,Andrew
Toys,2020-12-14,380.65,2,A001,Smartphone,Olivia
Electronics,2021-08-28,640.1,10,N014,Art Book,Alex
Books,2020-10-20,548.9,1,G007,Jeans,Andrew
Toys,2020-10-03,557.71,10,M013,Vacuum Cleaner,David
Books,2022-06-02,524.38,9,A001,Smartphone,Emily
Books,2021-10-25,434.03,4,O015,Puzzle,David
Home Appliances,2022-02-11,995.83,10,C003,Refrigerator,Alex
Home Appliances,2021-06-06,356.35,2,A001,Smartphone,David
Books,2023-02-28,317.49,8,I009,Cookbook,Andrew
Toys,2022-08-15,261.43,2,N014,Art Book,John
Books,2021-07-14,132.84,8,M013,Vacuum Cleaner,David
Clothing,2022-11-16,196.87,9,H008,Microwave,Jane
Electronics,2022-08-30,586.04,6,L012,Dress,Sarah
Clothing,2023-02-25,423.68,10,B002,T-shirt,Jane
Home Appliances,2022-06-06,700.75,9,K011,Headphones,David
Clothing,2020-09-29,600.74,9,B002,T-shirt,Olivia
Electronics,2022-06-15,643.79,4,G007,Jeans,Olivia
Toys,2022-03-16,949.04,1,K011,Headphones,Sarah
Toys,2022-03-16,980.48,8,N014,Art Book,John
Clothing,2021-11-01,861.69,3,E005,Action Figure,Jane
Electronics,2021-09-16,740.83,2,K011,Headphones,Andrew
Electronics,2020-09-17,698.31,8,D004,Novel,David
Home Appliances,2023-04-08,735.9,1,N014,Art Book,Andrew
Electronics,2022-10-12,248.91,4,M013,Vacuum Cleaner,Michael
Clothing,2020-07-29,877.1,2,M013,Vacuum Cleaner,Daniel
Home Appliances,2021-05-23,860.34,8,D004,Novel,Olivia
Clothing,2022-08-14,696.88,7,I009,Cookbook,Andrew
Books,2021-06-27,660.39,7,L012,Dress,Sarah
Electronics,2021-01-26,351.0,1,J010,Board Game,John
Books,2021-06-04,579.85,7,G007,Jeans,Michael
Toys,2021-12-19,346.53,5,K011,Headphones,Emily
Clothing,2022-07-10,156.31,1,L012,Dress,Daniel
Books,2021-09-19,280.92,8,A001,Smartphone,Jane
Toys,2020-06-16,444.73,10,N014,Art Book,Jane
Clothing,2022-06-16,368.29,8,B002,T-shirt,Alex
Clothing,2021-04-03,433.23,10,H008,Microwave,Michael
Home Appliances,2022-05-06,280.6,9,K011,Headphones,Andrew
Home Appliances,2020-08-06,881.93,4,D004,Novel,Jane
Clothing,2023-01-30,936.81,1,G007,Jeans,Andrew
Clothing,2021-10-27,261.72,9,J010,Board Game,Andrew
Home Appliances,2022-04-29,494.28,6,I009,Cookbook,Sarah
Toys,2023-04-22,947.32,9,K011,Headphones,Daniel
Clothing,2023-01-07,362.61,4,M013,Vacuum Cleaner,Alex
Clothing,2020-06-04,757.86,5,M013,Vacuum Cleaner,Jane
Electronics,2022-07-19,817.64,3,N014,Art Book,Emily
Electronics,2022-11-21,791.0,3,L012,Dress,John
Toys,2021-11-30,145.71,7,O015,Puzzle,Olivia
Toys,2021-01-26,795.3,6,N014,Art Book,John
Electronics,2023-05-25,902.99,5,F006,Laptop,Alex
Books,2021-02-06,529.63,3,E005,Action Figure,Michael
Books,2020-09-16,456.43,2,E005,Action Figure,Daniel
Electronics,2022-06-03,679.73,1,M013,Vacuum Cleaner,Jane
Home Appliances,2020-11-20,746.91,4,H008,Microwave,Michael
Electronics,2022-12-13,731.56,2,G007,Jeans,Daniel
Toys,2020-12-31,803.21,5,O015,Puzzle,Emily
Home Appliances,2020-07-23,434.79,9,A001,Smartphone,Michael
Home Appliances,2021-02-17,829.62,3,L012,Dress,Andrew
Electronics,2022-06-12,516.15,8,H008,Microwave,Sarah
Home Appliances,2022-08-16,375.01,1,B002,T-shirt,David
Electronics,2022-01-15,145.81,9,I009,Cookbook,Olivia
Clothing,2021-02-22,584.53,3,F006,Laptop,Sarah
Home Appliances,2022-08-12,195.69,4,J010,Board Game,Andrew
Electronics,2020-06-30,956.46,1,F006,Laptop,Olivia
Clothing,2020-06-18,531.45,6,K011,Headphones,David
Books,2021-05-13,318.34,4,F006,Laptop,Alex
Clothing,2020-08-05,865.41,5,K011,Headphones,David
Books,2022-10-01,384.69,7,A001,Smartphone,Sarah
Home Appliances,2021-04-21,763.26,10,I009,Cookbook,Andrew
Clothing,2021-11-29,549.67,10,M013,Vacuum Cleaner,Jane
Electronics,2020-08-16,340.43,1,B002,T-shirt,Jane
Clothing,2022-06-21,835.11,3,C003,Refrigerator,Alex
Books,2022-10-15,692.25,2,M013,Vacuum Cleaner,Daniel
Books,2021-03-11,537.84,3,B002,T-shirt,Jane
Electronics,2022-09-24,592.36,1,F006,Laptop,Alex
Toys,2021-08-25,838.43,7,D004,Novel,Alex
Electronics,2022-05-24,251.24,5,K011,Headphones,Jane
Clothing,2022-06-25,272.72,10,J010,Board Game,Olivia
Toys,2023-03-14,723.08,2,M013,Vacuum Cleaner,Emily
Books,2022-01-18,532.81,4,J010,Board Game,Andrew
Clothing,2021-09-29,467.98,1,J010,Board Game,Emily
Books,2020-12-25,413.56,2,E005,Action Figure,Daniel
Clothing,2022-12-01,779.83,9,N014,Art Book,Sarah
Clothing,2020-11-10,846.66,2,D004,Novel,Jane
Electronics,2022-10-06,909.27,3,I009,Cookbook,Alex
Clothing,2021-09-10,399.94,5,L012,Dress,Emily
Clothing,2022-04-05,595.64,6,D004,Novel,Jane
Books,2021-04-04,632.22,10,N014,Art Book,Daniel
Toys,2021-12-27,428.88,6,D004,Novel,Olivia
Books,2021-09-20,726.08,1,I009,Cookbook,Emily
Books,2021-04-21,860.96,10,F006,Laptop,Jane
Books,2021-04-12,886.97,5,O015,Puzzle,Sarah
Books,2021-01-01,415.83,4,J010,Board Game,Jane
Clothing,2023-05-15,601.83,8,E005,Action Figure,Sarah
Home Appliances,2022-03-30,850.95,10,N014,Art Book,David
Books,2021-06-16,226.69,7,N014,Art Book,Alex
Books,2022-04-24,641.03,3,F006,Laptop,David
Toys,2022-11-16,796.45,10,G007,Jeans,John
Clothing,2022-12-29,165.05,10,M013,Vacuum Cleaner,Daniel
Books,2021-07-13,185.53,6,L012,Dress,Alex
Toys,2021-10-04,404.1,2,H008,Microwave,Daniel
Home Appliances,2022-03-25,410.64,9,G007,Jeans,Daniel
Books,2022-05-29,362.95,3,K011,Headphones,David
Clothing,2020-07-29,251.0,6,O015,Puzzle,Olivia
Toys,2021-11-15,603.13,7,K011,Headphones,Emily
Clothing,2023-04-14,676.17,10,N014,Art Book,Olivia
Electronics,2020-10-14,511.88,10,M013,Vacuum Cleaner,Olivia
Toys,2022-03-01,542.15,7,A001,Smartphone,Michael
Home Appliances,2022-11-10,498.83,6,B002,T-shirt,Andrew
Electronics,2020-09-25,787.67,9,I009,Cookbook,Andrew
Books,2021-01-14,839.02,3,E005,Action Figure,Daniel
Electronics,2020-08-12,284.64,2,D004,Novel,Alex
Clothing,2022-04-06,540.83,4,E005,Action Figure,Alex
Toys,2020-12-13,351.87,8,D004,Novel,Emily
Clothing,2023-04-11,751.31,9,D004,Novel,Alex
Books,2023-02-13,146.24,3,G007,Jeans,David
Home Appliances,2020-09-21,949.61,5,N014,Art Book,Emily
Clothing,2021-10-10,792.56,3,L012,Dress,John
Home Appliances,2023-03-13,391.66,6,O015,Puzzle,Michael
Books,2023-03-08,825.72,2,F006,Laptop,Andrew
Toys,2021-12-08,892.64,6,M013,Vacuum Cleaner,Daniel
Toys,2022-06-20,369.69,10,A001,Smartphone,John
Home Appliances,2022-06-04,553.47,9,F006,Laptop,Daniel
Home Appliances,2023-02-17,376.25,2,H008,Microwave,Emily
Home Appliances,2022-02-16,468.62,6,C003,Refrigerator,David
Books,2023-01-01,983.16,10,B002,T-shirt,Sarah
Clothing,2022-11-08,816.67,6,I009,Cookbook,Andrew
Books,2021-08-01,719.66,6,K011,Headphones,John
Clothing,2023-02-28,625.46,2,O015,Puzzle,Jane
Clothing,2021-05-11,307.57,10,G007,Jeans,Alex
Books,2022-10-05,948.39,10,A001,Smartphone,David
Home Appliances,2021-08-12,821.29,1,C003,Refrigerator,Emily
Electronics,2022-07-09,860.16,2,N014,Art Book,David
Home Appliances,2022-06-05,885.67,10,L012,Dress,Sarah
Books,2022-09-08,663.04,8,H008,Microwave,Daniel
Electronics,2021-02-21,317.4,10,B002,T-shirt,John
Electronics,2023-05-18,400.72,5,N014,Art Book,Jane
Electronics,2021-06-10,367.61,10,I009,Cookbook,Jane
Toys,2023-03-09,756.26,10,I009,Cookbook,Michael
Toys,2021-04-17,864.66,6,F006,Laptop,Jane
Home Appliances,2023-02-26,397.99,6,K011,Headphones,Alex
Home Appliances,2022-10-16,759.02,5,O015,Puzzle,Olivia
Toys,2023-02-04,268.57,9,I009,Cookbook,Emily
Toys,2020-07-26,629.74,9,N014,Art Book,David
Clothing,2023-02-12,483.76,6,A001,Smartphone,Michael
Home Appliances,2022-09-20,168.85,1,M013,Vacuum Cleaner,Olivia
Books,2021-05-19,110.92,4,J010,Board Game,Sarah
Home Appliances,2022-09-02,127.64,1,A001,Smartphone,Andrew
Clothing,2023-03-09,926.5,3,I009,Cookbook,David
Clothing,2022-09-09,941.68,6,H008,Microwave,Jane
Home Appliances,2022-03-13,107.36,2,G007,Jeans,Andrew
Electronics,2021-10-29,206.86,8,L012,Dress,Olivia
Toys,2022-05-10,923.84,9,C003,Refrigerator,Daniel
Books,2023-03-03,724.66,5,C003,Refrigerator,John
Toys,2022-06-27,695.54,9,I009,Cookbook,Andrew
Toys,2021-06-18,537.66,3,J010,Board Game,Michael
Toys,2023-01-11,675.54,1,C003,Refrigerator,David
Electronics,2021-02-17,730.61,9,E005,Action Figure,Alex
Clothing,2021-01-07,930.06,2,C003,Refrigerator,Alex
Clothing,2022-03-16,726.12,4,E005,Action Figure,Olivia
Electronics,2020-06-20,101.55,9,E005,Action Figure,Emily
Books,2023-03-03,151.27,10,C003,Refrigerator,David
Books,2022-01-07,664.46,5,E005,Action Figure,Andrew
Clothing,2022-07-13,118.7,7,I009,Cookbook,Jane
Clothing,2020-10-13,383.56,7,J010,Board Game,Jane
Clothing,2021-01-02,664.9,2,A001,Smartphone,David
Toys,2022-06-22,180.82,6,C003,Refrigerator,Alex
Clothing,2021-03-01,400.11,6,J010,Board Game,Michael
Toys,2021-06-03,870.21,4,C003,Refrigerator,Sarah
Electronics,2022-10-09,545.1,4,B002,T-shirt,John
Home Appliances,2021-06-19,477.71,9,F006,Laptop,David
Clothing,2020-06-18,894.19,7,H008,Microwave,Michael
Clothing,2022-03-12,748.11,7,F006,Laptop,Daniel
Home Appliances,2021-09-10,268.69,1,D004,Novel,David
Home Appliances,2023-05-09,587.28,6,G007,Jeans,Daniel
Toys,2023-04-18,150.87,10,H008,Microwave,Emily
Home Appliances,2020-11-26,655.55,2,H008,Microwave,Emily
Home Appliances,2020-12-15,287.52,10,N014,Art Book,Sarah
Clothing,2020-10-15,729.89,8,I009,Cookbook,Jane
Clothing,2021-10-11,681.63,10,F006,Laptop,Daniel
Books,2023-05-15,234.76,9,C003,Refrigerator,Daniel
Books,2021-04-28,229.46,8,H008,Microwave,David
Home Appliances,2020-12-04,256.12,3,J010,Board Game,Olivia
Electronics,2022-09-19,375.22,9,M013,Vacuum Cleaner,Daniel
Toys,2022-05-20,395.01,1,J010,Board Game,Michael
Electronics,2021-02-12,357.44,3,F006,Laptop,Andrew
Toys,2021-11-02,714.94,6,L012,Dress,David
Clothing,2022-03-22,644.0,6,E005,Action Figure,Andrew
Electronics,2020-07-12,167.91,5,E005,Action Figure,Daniel
Home Appliances,2021-01-04,192.74,6,G007,Jeans,Olivia
Home Appliances,2021-08-19,313.26,3,G007,Jeans,John
Toys,2020-11-13,617.53,4,N014,Art Book,John
Home Appliances,2022-10-17,877.84,10,L012,Dress,Daniel
Books,2021-03-04,988.73,7,I009,Cookbook,Daniel
Electronics,2020-09-05,873.13,10,O015,Puzzle,Alex
Clothing,2022-11-26,966.23,10,B002,T-shirt,Emily
Books,2021-06-09,721.36,2,H008,Microwave,John
Clothing,2022-02-04,675.59,4,G007,Jeans,Michael
Toys,2020-11-26,173.56,4,F006,Laptop,Andrew
Toys,2023-03-30,218.18,6,E005,Action Figure,Daniel
Home Appliances,2020-10-29,252.75,2,D004,Novel,Michael
Electronics,2021-10-21,197.98,3,G007,Jeans,Emily
Home Appliances,2022-06-09,342.08,10,J010,Board Game,Alex
Books,2022-08-14,124.78,6,L012,Dress,David
Home Appliances,2021-11-01,289.55,3,C003,Refrigerator,John
Clothing,2020-06-11,762.88,5,J010,Board Game,Jane
Home Appliances,2020-09-21,768.01,3,M013,Vacuum Cleaner,John
Clothing,2022-01-25,388.22,10,L012,Dress,Emily
Electronics,2022-01-14,936.85,6,F006,Laptop,Sarah
Electronics,2023-01-29,734.61,3,K011,Headphones,Andrew
Toys,2022-07-01,218.04,7,L012,Dress,Olivia
Books,2021-07-26,624.47,3,O015,Puzzle,David
Toys,2022-10-06,881.49,1,D004,Novel,Andrew
Electronics,2021-08-26,152.16,7,H008,Microwave,Olivia
Clothing,2022-05-31,223.29,10,J010,Board Game,Sarah
Electronics,2021-05-15,109.56,6,A001,Smartphone,Michael
Electronics,2022-07-14,456.03,3,H008,Microwave,Michael
Home Appliances,2022-04-02,573.61,7,N014,Art Book,Sarah
Electronics,2022-06-19,485.83,2,O015,Puzzle,Michael
Books,2022-01-31,666.03,8,J010,Board Game,Jane
Home Appliances,2021-12-31,408.89,10,I009,Cookbook,Daniel
Home Appliances,2021-08-16,106.17,4,G007,Jeans,Alex
Books,2021-07-22,195.33,2,A001,Smartphone,David
Electronics,2020-05-29,162.15,4,A001,Smartphone,Jane
Home Appliances,2021-12-28,116.77,2,E005,Action Figure,Sarah
Home Appliances,2023-04-24,276.56,9,K011,Headphones,Daniel
Clothing,2021-06-10,167.29,7,A001,Smartphone,Andrew
Electronics,2022-01-10,914.33,1,I009,Cookbook,Michael
Home Appliances,2020-12-09,797.99,10,N014,Art Book,Jane
Toys,2021-03-15,477.17,7,G007,Jeans,Alex
Electronics,2022-08-15,467.21,4,K011,Headphones,John
Toys,2020-10-22,767.38,9,F006,Laptop,John
Toys,2021-11-30,758.24,4,I009,Cookbook,Andrew
Clothing,2022-04-25,686.1,7,K011,Headphones,Michael
Home Appliances,2022-07-15,734.88,2,K011,Headphones,Daniel
Home Appliances,2020-07-25,219.25,1,O015,Puzzle,Olivia
Electronics,2022-01-19,500.42,7,J010,Board Game,Jane
Toys,2021-10-08,360.71,7,E005,Action Figure,John
Electronics,2021-05-19,931.14,5,J010,Board Game,Daniel
Electronics,2022-05-16,604.42,2,L012,Dress,Andrew
Books,2022-07-28,446.66,5,O015,Puzzle,Andrew
Home Appliances,2022-06-03,858.17,5,C003,Refrigerator,John
Books,2021-10-16,736.24,8,I009,Cookbook,Emily
Toys,2020-07-11,984.07,4,M013,Vacuum Cleaner,Andrew
Home Appliances,2021-12-08,672.48,10,A001,Smartphone,Michael
Clothing,2022-08-09,570.87,2,N014,Art Book,Alex
Electronics,2020-09-30,985.63,3,D004,Novel,Olivia
Clothing,2022-06-15,886.68,10,B002,T-shirt,David
Clothing,2020-12-28,441.06,2,C003,Refrigerator,Sarah
Electronics,2021-02-01,336.22,4,F006,Laptop,Olivia
Clothing,2023-04-02,317.5,1,E005,Action Figure,Daniel
Home Appliances,2020-11-18,857.7,8,M013,Vacuum Cleaner,Sarah
Home Appliances,2020-07-12,738.35,9,J010,Board Game,Emily
Electronics,2023-01-09,144.72,5,L012,Dress,John
Electronics,2021-01-12,708.65,2,G007,Jeans,Olivia
Clothing,2020-05-31,815.31,5,L012,Dress,Olivia
Home Appliances,2021-02-26,660.76,7,L012,Dress,Emily
Toys,2021-08-21,287.95,3,E005,Action Figure,Emily
Home Appliances,2021-10-10,151.83,1,O015,Puzzle,Jane
Toys,2022-07-09,724.33,3,M013,Vacuum Cleaner,Andrew
Books,2020-06-20,601.11,5,O015,Puzzle,Olivia
Clothing,2022-12-16,491.28,6,J010,Board Game,Daniel
Electronics,2022-03-03,704.86,2,B002,T-shirt,John
Clothing,2023-03-20,112.44,4,A001,Smartphone,Alex
Clothing,2022-12-08,577.56,8,G007,Jeans,John
Books,2022-12-16,468.13,4,K011,Headphones,David
Toys,2022-12-03,261.39,6,E005,Action Figure,Olivia
Electronics,2023-05-26,439.28,9,O015,Puzzle,John
Clothing,2020-11-25,696.76,4,I009,Cookbook,Olivia
Books,2022-08-22,148.33,2,J010,Board Game,Michael
Electronics,2022-12-13,324.96,9,E005,Action Figure,Jane
Clothing,2020-09-16,383.53,10,D004,Novel,John
Books,2022-12-04,823.74,6,F006,Laptop,Olivia
Books,2021-12-24,711.33,4,J010,Board Game,Andrew
Electronics,2022-05-19,848.84,5,G007,Jeans,Emily
Home Appliances,2021-05-13,263.8,3,B002,T-shirt,Andrew
Electronics,2021-04-19,391.75,2,D004,Novel,Emily
Home Appliances,2022-05-01,371.75,4,J010,Board Game,Michael
Clothing,2022-10-24,239.77,10,I009,Cookbook,Olivia
Home Appliances,2022-07-10,871.1,2,L012,Dress,Sarah
Toys,2021-10-15,985.37,6,K011,Headphones,Emily
Home Appliances,2022-04-09,741.32,6,F006,Laptop,John
Books,2022-10-15,782.69,3,F006,Laptop,David
Books,2022-07-28,175.31,1,A001,Smartphone,Daniel
Toys,2020-05-30,394.84,5,A001,Smartphone,Jane
Electronics,2020-08-21,301.7,7,M013,Vacuum Cleaner,Andrew
Clothing,2020-12-11,968.76,4,O015,Puzzle,Sarah
Clothing,2022-09-15,596.84,9,D004,Novel,David
Electronics,2022-10-05,738.21,2,D004,Novel,David
Electronics,2021-06-29,402.19,9,D004,Novel,David
Electronics,2020-12-09,749.67,1,H008,Microwave,Emily
Toys,2020-09-07,637.69,3,N014,Art Book,Daniel
Toys,2021-12-24,145.86,7,J010,Board Game,Michael
Toys,2022-01-11,406.53,6,B002,T-shirt,Michael
Electronics,2023-01-04,184.75,7,D004,Novel,Andrew
Electronics,2023-01-08,685.91,2,M013,Vacuum Cleaner,Daniel
Toys,2021-05-08,893.28,6,D004,Novel,Alex
Electronics,2021-01-22,297.79,7,L012,Dress,Alex
Clothing,2022-04-08,369.22,2,H008,Microwave,Jane
Clothing,2022-09-01,940.93,3,C003,Refrigerator,Jane
Books,2022-07-08,539.01,1,A001,Smartphone,Sarah
Books,2020-07-10,469.47,10,I009,Cookbook,Alex
Clothing,2022-09-11,511.19,6,J010,Board Game,David
Electronics,2021-10-17,140.96,3,O015,Puzzle,Andrew
Home Appliances,2020-06-14,709.82,3,H008,Microwave,Daniel
Books,2022-01-22,271.05,6,G007,Jeans,Olivia
Toys,2021-08-15,438.51,8,F006,Laptop,Olivia
Toys,2020-12-17,269.95,3,I009,Cookbook,Alex
Electronics,2021-05-26,531.4,1,O015,Puzzle,Daniel
Home Appliances,2021-06-30,204.28,4,N014,Art Book,Michael
Toys,2021-05-02,403.69,4,F006,Laptop,Jane
Home Appliances,2021-11-03,695.5,7,O015,Puzzle,Michael
Books,2022-10-03,924.36,9,D004,Novel,Olivia
Clothing,2020-10-25,730.26,5,O015,Puzzle,John
Toys,2023-01-17,945.31,3,F006,Laptop,Olivia
