ASX_Code,Company,Headline,Date,Summary,PDF_Link
PNN,POWER MINERALS LIMITED,HIGH-GRADE NIOBIUM AND RARE EARTH RESULTS CONTINUE IN BRAZIL,2026-02-09,"▪ Latest assays in Power’s ongoing auger drilling program at the Santa Anna Project in Brazil have returned exceptionally high-grade results over a total sampled interval of 81.0m: • 14m at 6,081 ppm TREO from surface to EOH, including 3m at 15,436 ppm (or 1.54%) TREO from 11m in drillhole MN-TM-057",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054245-2A1652514?access_token=83ff96335c2d45a094df02a206a39ff4
ASL,ANDEAN SILVER LIMITED,Drilling continues to intersect high-grade at Cerro Bayo,2026-02-09,"Cerro Bayo Silver-Gold Project, Chile Drilling continues to intersect significant mineralisation ahead of resource update One of the thickest intersections to date within 500m of the mill; Infill drilling also underway to upgrade more of the resource to support restart studies Details of Latest Dril",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054243-6A1311074?access_token=83ff96335c2d45a094df02a206a39ff4
1AI,ALGORAE PHARMACEUTICALS LIMITED,Algorae Signs License and Supply Agreement with Cadila,2026-02-09,ASX: 1AI |9 February 2026  Algorae finalises Licence & Supply Agreement (“LSA”) with Cadila Pharmaceuticals to launch two generic medicines targeting cardiovascular and metabolic disorders in Australia and New Zealand (“ANZ”).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054222-2A1652507?access_token=83ff96335c2d45a094df02a206a39ff4
RML,RESOLUTION MINERALS LTD,New Gold Discovery at Golden Gate South,2026-02-09,"New gold discovery at Golden Gate South confirms a second mineralised shear zone, expanding the Golden Gate system beyond the established Golden Gate North deposit.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054237-2A1652508?access_token=83ff96335c2d45a094df02a206a39ff4
MEM,MEMPHASYS LIMITED.,Memphasys Secures TGA Approval for Felix System,2026-02-09,"Memphasys Secures TGA Approval for Felix™ System, Unlocking Commercial Sales in • Felix™ System approved by the Therapeutic Goods Administration (TGA) and included on the Australian Register of Therapeutic Goods (ARTG) • Approval granted approximately two months ahead of previously guided timeframe ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054203-3A686683?access_token=83ff96335c2d45a094df02a206a39ff4
CGF,CHALLENGER LIMITED,Response to speculation on acquisition of Pepper Money,2026-02-09,"Response to speculation on acquisition of Challenger Limited (ASX: CGF), in response to recent media speculation, confirms that it has been engaging in discussions relating to a potential transaction that would involve partnering with Pepper Group ANZ HoldCo Limited (Pepper Group) to jointly acquire",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054181-2A1652483?access_token=83ff96335c2d45a094df02a206a39ff4
WYX,WESTERN YILGARN NL,Surface Assay Results confirm High-Grade Gallium-Tellurium,2026-02-09,"High-Grade Gallium-Tellurium Discovery over E36/1046 Ida Holmes Junction Project, Western Australia • Western Yilgarn’s ground reconnaissance rock chip program at the Ida Holmes Junction Project, located approximately 50 kilometres southwest of Gold Fields’ Agnew Gold Mine in Western Australia, has ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054163-6A1311041?access_token=83ff96335c2d45a094df02a206a39ff4
LM8,LUNNON METALS LIMITED,"Contracts Signed, Mining Commences at Lady Herial",2026-02-09,"• Contracts signed with Hampton Mining & Civil Services and Goldfields Technical • Clearing and site establishment has commenced, mining of first benches imminent • Lady Herial will be: o the first new mine, gold or nickel, on the Foster belt for over 30 years; and o the first open pit on land at St",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054144-6A1311025?access_token=83ff96335c2d45a094df02a206a39ff4
DRE,DREADNOUGHT RESOURCES LTD,High Grade Gold Upgrades from Mangaroon Au,2026-02-09,"Unit 1, 4 Burgay Court, Osborne Park, WA 6017 info@dreres.com.au High Grade Gold Upgrades from Mangaroon Au • The Minga Bar shear zone is a major camp scale target at Mangaroon Gold.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054160-6A1311034?access_token=83ff96335c2d45a094df02a206a39ff4
AZI,ALTAMIN LIMITED,Retrospective Environmental Approval for Gorno Permit,2026-02-09," The Italian Ministry of Environment and Energy Security has issued a positive retrospective Environmental Impact Assessment (EIA) for the Cime exploration permit (Cime EL) at the  EIA approval incorporates favourable opinions from all relevant national, regional and cultural authorities and enhan",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054140-6A1311021?access_token=83ff96335c2d45a094df02a206a39ff4
OLY,OLYMPIO METALS LIMITED,Bousquet High Grade Soils Confirm New Priority Gold Target,2026-02-09,9th February 2026 • Successful maiden soil sampling program with gold in soils up to 0.58 g/t Au and pathfinder trend delineated at the T1 Target • T1 Target comprises a prospective tonalite intrusion with historical drilling intersecting 105.0m @ 0.22 g/t Au from 150m (TMN-03-08)1 • Structural unde,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054139-6A1311020?access_token=83ff96335c2d45a094df02a206a39ff4
MEG,MEGADO MINERALS LTD,Iberian Copper Project Investigation Permits Awarded,2026-02-09,Iberian Copper Project Investigation Permits Awarded • Investigation Permits awarded for flagship Iberian Copper Project • Airborne magnetic survey to commence shortly across entire project area of 956.1km2 • Induced Polarisation (IP) / Resistivity survey planned for historic Mina Emila mine area • ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054183-6A1311056?access_token=83ff96335c2d45a094df02a206a39ff4
HMG,HAMELIN GOLD LIMITED,High Grade Aurora Gold Lode at Day Dawn Project,2026-02-09,High‑Grade Aurora Gold Lode at Day Dawn Project Hamelin Gold Limited (ASX:HMG) (“Hamelin” or “the Company”) advises a detailed review of historical drilling datasets has resulted in the identification of the high-grade Aurora gold lode at the Day Dawn Project in the Paterson Province of Western Aust,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054133-6A1311015?access_token=83ff96335c2d45a094df02a206a39ff4
BWN,BHAGWAN MARINE LIMITED,Investor Presentation on the Acquisition of Riverside Marine,2026-02-09,Riverside Marine Image: Rivtow Operated Tugs Summary information and must not be relied upon as such.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054279-6A1311017?access_token=83ff96335c2d45a094df02a206a39ff4
NIM,NIMY RESOURCES LIMITED,Amended - High Grade Gallium Test Material Shipment to U.S,2026-02-06,Release Date: 6 February 2026 Market Announcements Office Australian Securities Exchange 152-158 St Georges Terrace Clarification: High Grade Gallium Mineralised Test Material Shipment to U.S.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054039-6A1310955?access_token=83ff96335c2d45a094df02a206a39ff4
RTR,RUMBLE RESOURCES LIMITED,Thunderstorm Gold Project Acquisition Complete and Cleansing,2026-02-06,Rumble completes acquisition of the highly prospective Thunderstorm Gold Project • Rumble has completed the acquisition of the remaining 70% in three exploration tenements in the Fraser Range Province from former joint venture partner IGO Limited to secure 100% of the highly prospective Thunderstorm,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053751-6A1310861?access_token=83ff96335c2d45a094df02a206a39ff4
BP8,BPH GLOBAL LTD,MoU with Indonesia National Research & Innovation Agency,2026-02-06,"BPH Global Ltd Executes Binding MoU with Indonesia’s National Research and Innovation Agency (BRIN) ● BPH Global’s Indonesian subsidiary, PT BPH Global Indonesia, has executed a binding Memorandum of Understanding (MoU) with Badan Riset dan Inovasi Nasional (BRIN), Indonesia’s National Research and ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053764-2A1652224?access_token=83ff96335c2d45a094df02a206a39ff4
CTQ,CARETEQ LIMITED,Careteq signs binding agreement for sale of EHS business,2026-02-06,"Careteq Limited info@careteq.com.au International: +613 8866 5594 Careteq Limited (ASX: CTQ) (“Careteq” or “the Company”), a clinical healthtech company specialising in innovative medication management and clinical governance solutions, is pleased to announce it has entered into a binding sale agree",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053669-2A1652165?access_token=83ff96335c2d45a094df02a206a39ff4
TGH,TERRAGEN HOLDINGS LIMITED,Terragen Raises $7.0m to Accelerate Global Commercialisation,2026-02-06,"Not for release to US wire services or distribution in the United States • Terragen has completed an Equity Raising of approximately A$7.0 million to fund scientific research and development as well as accelerate global commercialisation opportunities, in addition to supporting working capital and t",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053712-2A1652175?access_token=83ff96335c2d45a094df02a206a39ff4
MGX,MGX RESOURCES LIMITED,Completion of CTPJV acquisition,2026-02-06,MGX completes its acquisition of 50% of the Central Tanami Gold Project Joint Venture • MGX has completed its previously announced acquisition of a 50% interest in the Central Tanami Gold Project from Northern Star Resources. • Payment of the $50 million cash consideration has been made.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053594_PS-6A1310800?access_token=83ff96335c2d45a094df02a206a39ff4
GEN,GENMIN LIMITED,Offtake MOUs extended,2026-02-06,"Genmin extends offtake MoUs with China Minmetals, Jianlong and Hunan-Valin for Baniaka Green® iron ore • Genmin Executive Chair Greg Lilleyman and CEO Andrew Taplin met with representatives from China Minmetals Corporation, and Hunan-Valin Iron & Steel Group, during a strategic visit to mainland Chi",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053578-6A1310804?access_token=83ff96335c2d45a094df02a206a39ff4
HMC,HMC CAPITAL LIMITED,Energy Transition Strategic Partnership with KKR,2026-02-06,HMC Capital (ASX: HMC) today announces the establishment of a new strategic partnership under which KKR managed funds will invest up to $603 million into HMC’s Energy Transition Platform (Platform).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053646-2A1652147?access_token=83ff96335c2d45a094df02a206a39ff4
WRK,WRKR LTD,Completion of Strategic Acquisition of PaidRight Holdings,2026-02-05,"Completion of the strategic acquisition of PaidRight Holdings Pty Ltd WRKR Ltd (ASX: WRK) (“WRKR” or “the Company”) is pleased to announce the completion of the strategic acquisition of 100% of the issued share capital in PaidRight Holdings Pty Ltd (PaidRight), as announced to the ASX on 22 December",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053493-2A1652016?access_token=83ff96335c2d45a094df02a206a39ff4
NMT,NEOMETALS LTD,ELi Process - MOU with Rio Tinto Extended,2026-02-05,"Extension of MoU with Rio Tinto for ELi Process Neometals Ltd (ASX: NMT) (""Neometals"" or ""the Company"") and leading mining services provider Mineral Resources Limited (ASX: MIN) (""MIN"") advise that their 70:30 co-owned company, Reed Advanced Materials Pty Ltd (""RAM""), has agreed with Livent USA Corp",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053367-6A1310713?access_token=83ff96335c2d45a094df02a206a39ff4
SLB,STELAR METALS LIMITED,High-grade Silver Assays up to 211 g/t Ag at Baratta Project,2026-02-05,High-grade silver assays up to 211 g/t Ag at Baratta Project SA • Rock chips samples collected by Stelar in 2024 have returned high-grade silver assays up to 211 g/t and 164 g/t Ag1 at Lone Pine Prospect with 4 of the samples measuring over 2 ounces silver • Silver grades up to 38 g/t Ag2 were also ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053332-6A1310697?access_token=83ff96335c2d45a094df02a206a39ff4
MOH,MOHO RESOURCES LIMITED,New Drill Targets Unlocked Following Tenement Grants,2026-02-05,"Moho Resources Ltd P. +61 8 9481 0389 168 Stirling Hwy mohoresources.com.au Nedlands WA 6009 ASX MOH Bush Chook Project: New Drill Targets Unlocked Following Tenement Grants – Supported by Trench Results • Four, new high priority gold targets, including Gage Road (trench assays of 9m at 1.85g/t Au)",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053322-6A1310694?access_token=83ff96335c2d45a094df02a206a39ff4
VRC,VOLT RESOURCES LIMITED,Bunyu Offtake Extended and Sales Significantly Increased,2026-02-05,"xx 5 February 2026 Bunyu Graphite Offtake Agreement Extended and Annual Sales Volume Significantly Increased ▪ Binding Offtake Agreement with Qingdao Baixing Graphite Co., Ltd varied to extend commencement date, aligning with the expected Bunyu development timeline under the Unbounded Opportunities ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053296-6A1310684?access_token=83ff96335c2d45a094df02a206a39ff4
SKY,SKY METALS LIMITED,High-Grade Tin Rock-Chip Results expand Doradilla,2026-02-05,"Material increase in scale of the Doradilla mineralised system beyond current Exploration Target • High‑grade tin‑polymetallic mineralisation confirmed in new rock‑chip sample, with results 3.10% tin, 3.03% lead, 0.33% copper, 0.27 zinc & 159ppm indium (MP20250903-1) • New results extend the known m",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053275-2A1651751?access_token=83ff96335c2d45a094df02a206a39ff4
RMX,RED MOUNTAIN MINING LIMITED,ACQUISITION OF HIGH-GRADE ANTIMONY PROJECT AT THOMPSON FALLS,2026-02-05,"Acquisition of “Thompson Falls” High-Grade Antimony Project Adjacent to America’s only Antimony Smelter • Red Mountain has acquired the “Thompson Falls Antimony Project” adjacent to United States Antimony Corporation’s operations (NYSE: UAMY, Market Cap A$2.2b), which has the only Antimony smelter i",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053352-6A1310702?access_token=83ff96335c2d45a094df02a206a39ff4
RSG,RESOLUTE MINING LIMITED,Mining Permit Awarded for Doropo Gold Project,2026-02-05,"Mining Permit Awarded for Doropo Gold Project Resolute Mining Limited (“Resolute” or “the Company”) (ASX/LSE: RSG), the Africa-focused gold miner, is pleased to announce that the Council of Ministers have officially announced the award of the mining permit for the Doropo Gold Project in Côte d’Ivoir",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053272-6A1310675?access_token=83ff96335c2d45a094df02a206a39ff4
JNO,JUNO MINERALS LIMITED,Additional Gold-In-Soil Anomalies Identified at Mount Ida,2026-02-05,• Phase 2 wide spaced soil sampling results received from northern areas not previously • The soil sampling program has identified additional gold anomalies and prospective • First pass drill program on the southern prospect QV1 structure to commence end of Juno Minerals Limited (ASX: JNO) (‘Juno’ o,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053260-6A1310667?access_token=83ff96335c2d45a094df02a206a39ff4
SRZ,STELLAR RESOURCES LIMITED,Consent to Apply for Mining Licence at Heemskirk,2026-02-05,Stellar Receives Consent to Apply for Mining Licence Adjacent to Heemskirk Tin Project Detailed assessment by reputable engineering firm confirms potential for a Tailings Storage Facility within Mining Licence Area • Study work under the Memorandum of Understanding (MOU) over the Comstock site immed,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053227-3A686542?access_token=83ff96335c2d45a094df02a206a39ff4
SKS,SKS TECHNOLOGIES GROUP LIMITED,Major Contract Award and FY26 Profit Upgrade,2026-02-05,"Major contract awards boost FY26 earnings forecast SKS Technologies Group Limited (ASX: SKS) has recently been awarded a range of contracts totalling $60 million across data centre and corporate clients and, as such, has revised its FY26 earnings guidance.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053213-3A686541?access_token=83ff96335c2d45a094df02a206a39ff4
EV8,EVERLAST MINERALS LTD.,Everlast Granted New Exploration Licence,2026-02-05,"Everlast Granted New Explora(cid:415)on Licence  EV8 adds further potential scale to its Bangladesh Mineral Sands operations with granting of new Kurigram Exploration Licence (EL)  Kurigram EL covers an area of ~4,000 hectares in the Kurigram District, in northern Bangladesh  Upcoming work campai",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053221-6A1310654?access_token=83ff96335c2d45a094df02a206a39ff4
OR3,ORE RESOURCES LIMITED,Mount Monger Acquisition Expands Kal East Gold Project,2026-02-05,Mt Monger Acquisition Expands Kal East Gold Project Ore Resources Ltd (ASX: OR3) (Ore or the Company) is pleased to announce the acquisition of highly prospective gold tenure in the Mount Monger goldfields of Western Australia.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053205-6A1310649?access_token=83ff96335c2d45a094df02a206a39ff4
KNB,KOONENBERRY GOLD LIMITED,KNB extends gold zone to 415m & high-grade zones identified,2026-02-05,"KNB extends mineralisation to 415m vertical and identifies high-grade zones at depth at Enmore Gold Project, NSW Koonenberry Gold (ASX:KNB) has received assays from the first 5 Diamond Drill holes in Phase II drilling at the Sunnyside Prospect, with 9 holes now completed for 3,482m.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053133-6A1310632?access_token=83ff96335c2d45a094df02a206a39ff4
AUE,AURUM RESOURCES LIMITED,High-Grade Extensions at BD Deposits for Resource Growth,2026-02-05,"Aurum confirms high-grade 150m depth extension at Boundiali’s BDT3; 700m strike extension at BDT1 Aurum Resources (ASX: AUE, “Aurum” or “the Company”) is pleased to announce high-grade gold results from its ongoing 100,000m diamond drilling program at the 2.41Moz Boundiali Gold Project1 in Côte d'Iv",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053226-6A1310656?access_token=83ff96335c2d45a094df02a206a39ff4
BTR,BRIGHTSTAR RESOURCES LIMITED,High grade assays continue from Sandstone RC drilling,2026-02-05,Sandstone RC drilling delivers high-grade assays up to Results from significant drilling programs in 2025 at several advanced deposits to feed into Mineral Resource upgrade and Sandstone PFS • Brightstar has received results from reverse circulation drilling at the 2.4Moz @ 1.5g/t Au Sandstone Hub c,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053138-6A1310634?access_token=83ff96335c2d45a094df02a206a39ff4
FIN,FIN RESOURCES LIMITED,Cabin Lake Assays Upgraded Through Core Resampling,2026-02-04,"INCLUDING 31.4m @ 15.2g/t FIN Resources Limited (ASX: FIN) (“FIN” or “the Company”) is pleased to announce an update from its 2025 due diligence re-sampling and targeted new sampling of historical diamond drill core at the Cabin Lake Gold Project in the Northwest Territories, Canada.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052863-6A1310494?access_token=83ff96335c2d45a094df02a206a39ff4
LSA,LACHLAN STAR LIMITED,Lachlan Star Acquires High Grade New Waverley Gold Project,2026-02-04,"• Lachlan Star has entered a binding agreement with a private prospector/vendor, David “Golly” Pascoe, to acquire a 90% interest in the New Waverley Gold Project (“New Waverley” or “the Project”), located in the Norseman Mining District of Western Australia.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052847-6A1310451?access_token=83ff96335c2d45a094df02a206a39ff4
WCE,WEST COAST SILVER LIMITED,Bonanza Silver Hits at Elizabeth Hill,2026-02-04,"27.4m @ 1,314 g/t Silver Drilled at Elizabeth Hill Bonanza Silver Grades up to 33,107 g/t (1,064 oz/t) over 0.35 m • Native silver intersected in multiple drill holes, with assays returning exceptionally high grades and broad zones of high-grade mineralisation.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052852-6A1310405?access_token=83ff96335c2d45a094df02a206a39ff4
LRV,LARVOTTO RESOURCES LIMITED,Continued Strong Drilling Results at Freehold,2026-02-04,"L arvotto Resources Limited – ASX Announcement Continued Strong Drilling Results at Freehold, Further Supporting Hillgrove Growth Potential • Ongoing drilling at Larvotto’s Freehold prospect continues to return strong results, confirming broad, high-grade gold-antimony-tungsten mineralisation across",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052821-6A1310474?access_token=83ff96335c2d45a094df02a206a39ff4
BRE,BRAZILIAN RARE EARTHS LIMITED,Exceptional Ore Sorting Yields and Enrichment at Monte Alto,2026-02-04,"Exceptional Ore Sorting Results: +95% Yield and +100% Rare Earth Enrichment ▪ Exceptional grade enrichment (+100%): Achieved grade upgrade factors of >2x, increasing feed grades from 12.4% TREO to ~27% TREO, using multi-sensor ore sorting ▪ High-grade product in single-pass: Produced a +27% TREO ult",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052816-6A1310471?access_token=83ff96335c2d45a094df02a206a39ff4
ILA,ISLAND PHARMACEUTICALS LIMITED,FDA confirms Galidesivir approval pathway,2026-02-04,"FDA confirms Galidesivir development pathway, unlocking accelerated approval route • FDA provides clear alignment on Galidesivir’s Animal Rule development pathway, validating Island’s proposed Marburg model • Two-stage development sequence established, significantly de-risking approval and enabling ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052800-3A686477?access_token=83ff96335c2d45a094df02a206a39ff4
TM1,TERRA METALS LIMITED,Resource Upgrade Drilling Continues to Confirm Thick Reef,2026-02-04,"• The second round of assays from resource upgrade drilling at Reef 2 (Hyperion) continue to confirm thick, laterally continuous Ti–V–Cu–PGM–Au mineralisation from surface, with multiple high-grade internal reef positions.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052826-6A1310473?access_token=83ff96335c2d45a094df02a206a39ff4
GCM,GCM CORPORATION LIMITED,GCM Advances Commercialisation,2026-02-04,"Commercialisation Update • Advanced prototyping for multiple customers across China, Europe, and the United States. • Advanced products for high-growth sectors including EV infrastructure, electronics / semiconductors, and liquid cooling for data centres.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052795-6A1310461?access_token=83ff96335c2d45a094df02a206a39ff4
STM,SUNSTONE METALS LTD,Discovery of high grade surface mineralisation at Porotillo,2026-02-04,"Bramaderos Gold-Copper Project, Southern Ecuador Discovery of extensive high-grade surface porphyry mineralisation points to strong growth in 3.6Moz1,2 AuEq resource Drilling about to start to convert the large Copete-Porotillo Exploration Target into resources",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052797-2A1651414?access_token=83ff96335c2d45a094df02a206a39ff4
DWG,DATAWORKS GROUP LIMITED,DWG Executes Chg Order Under Existing Ontario CSE Contract,2026-02-04,"DataWorks Executes Change Order Under Existing Ontario CSE Contract to Deliver Managed Contact Centre Services • DataWorks has executed a Change Order with iGaming Ontario under its existing Centralised Self-Exclusion (“CSE”) contract, exercising optional services contemplated within the original • ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052786-6A1310435?access_token=83ff96335c2d45a094df02a206a39ff4
AA2,ARIANA RESOURCES PLC,Settlement of Outstanding Debt to RiverFort,2026-02-04,"Settlement of Outstanding Debt to RiverFort Ariana Resources plc (AIM: AAU, ASX: AA2, “Ariana” or the “Company”), the mineral exploration, development and production company with gold project interests in Africa and Europe, is pleased to announce that it has settled all outstanding loan balances due",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052739-6A1310426?access_token=83ff96335c2d45a094df02a206a39ff4
NIM,NIMY RESOURCES LIMITED,High Grade Gallium Ore Shipment to U.S.,2026-02-04,"MONS PROJECT, WA Release Date 4 February 2026 Shipment of High-Grade Gallium Ore to United States The shipment, which is part of the collaboration agreement between Nimy and critical minerals specialist M2i Global, will be analysed to determine the best processing route",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052746-6A1310431?access_token=83ff96335c2d45a094df02a206a39ff4
RUL,,Scheme of Arrangement becomes legally effective,2026-02-04,"Scheme of Arrangement becomes legally effective RPMGlobal Holdings Limited (ASX: RUL) [RPM ® or the Company] refers to the proposed acquisition of 100% of the shares on issue in the Company by Revolution HoldCo Pty Ltd (Caterpillar BidCo), a direct wholly owned subsidiary of Caterpillar Inc (Caterpi",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052696-2A1651373?access_token=83ff96335c2d45a094df02a206a39ff4
ZNC,ZENITH MINERALS LIMITED,High-Grade Gold Confirmed at Auburn Gold Project,2026-02-04,"High-Grade Gold Confirmed at Auburn Gold Project, Queensland Expanding Zenith’s Gold Portfolio Zenith Minerals Limited (“Zenith” or “the Company”) is pleased to report assay results from seven recently collected grab samples, together with previously reported rock-chip and soil sampling results, fro",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052730-6A1310423?access_token=83ff96335c2d45a094df02a206a39ff4
GG1,GREEN & GOLD MINERALS LIMITED,Future Facing Metals Acquisition Ag-Cu-Sn-Au-In,2026-02-04,"A SX Announcement Acquisition: Prospective for Future Facing Metals Ag-Cu-Sn-Au-In ➢ 88km2 of Silver, Copper, Tin, Gold and Indium prospective tenements (Burlington) in the silver and copper heart of the increasingly significant Herberton Mineral Field (NQ).",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052865-2A1651436?access_token=83ff96335c2d45a094df02a206a39ff4
VKA,VIKING MINES LIMITED,EXCEPTIONAL TUNGSTEN ASSAYS UP TO 14.7% WO3,2026-02-04,"• High-grade assays of 14.7% (WO ) and 5.2% (WO ) received from face sampling at the Linka Project Conquest pit. • Channel sampling at the Linka Project Hillside shaft yielded 4.4m at 0.6% (WO ), confirming the tenor of the tactite zone.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052732-6A1310424?access_token=83ff96335c2d45a094df02a206a39ff4
BC8,BLACK CAT SYNDICATE LIMITED,Completion of Strategic Tenements Acquisition,2026-02-04,"Completion of Strategic Tenements Acquisition Black Cat Syndicate Limited (ASX: BC8) (“Black Cat” or “the Company”) is pleased to advise of the completion of the acquisition of 100% of 90km2 of tenements adjacent to the 1.2mtpa Lakewood processing facility (“Lakewood”), part of the Kal East Gold Ope",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052670-6A1310394?access_token=83ff96335c2d45a094df02a206a39ff4
LM1,LEEUWIN METALS LTD,First Assays From 2026 Drilling Return High-Grade Gold,2026-02-04,"Significant high-grade assays from step out drilling below existing resource at Evanston; Aggressive 10,000m RC drill program ongoing with multiple holes pending assays • First assays received from Leeuwin’s 2026 RC drilling at Evanston, returning shallow gold intercepts including: o 13m @ 3.2g/t go",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052680-6A1310403?access_token=83ff96335c2d45a094df02a206a39ff4
LU7,LITHIUM UNIVERSE LIMITED,Strategic Binding Feedstock Supply for Becancour Secured,2026-02-04,"Building a Lithium Future  Strategic 10-year (rolling 5 years thereafter) spodumene supply binding Offtake Agreement signed with Norah Mining Limited  LU7 secures strategic spodumene feedstock for its Bécancour Lithium Refinery in Québec,  Feedstock will underpin long-term operations of the Bécan",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052794-6A1310460?access_token=83ff96335c2d45a094df02a206a39ff4
RUL,,Federal Court of Australia approves Scheme of Arrangement,2026-02-03,Federal Court of Australia approves Scheme of Arrangement RPMGlobal Holdings Limited (ASX: RUL) [RPM ® or the Company] is pleased to announce that the Federal Court of Australia (Court) has today made orders approving the proposed acquisition of all the shares in the Company by Revolution HoldCo Pty,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052401-2A1651189?access_token=83ff96335c2d45a094df02a206a39ff4
